id,response
1037,"{
""Q1"": ""Evasion attack"", 
""Q2"": ""Specific adversarial attack methods"", 
""Q3"": [""Adversarial examples"",""Transferability of adversarial examples"",""Deep neural networks"",""Reverse adversarial perturbation"",""Min-max bi-level optimization problem"",""Surrogate model"",""Overfitting"",""Image recognition system""],
""Q4"": [""Google Cloud Vision API""]
}"
1038,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Reinforcement learning"", ""Multi-task"", ""Offline"", ""Data-driven"", ""Wasserstein Auto-Encoder"", ""Latent space"", ""Robotic manipulation"", ""Drone navigation""], 
    ""Q4"": [""Robotic manipulation"", ""Drone navigation""]
}"
1042,"{ ""Q1"" : ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
 ""Q2"" : ""Specific adversarial defence methods"",
 ""Q3"" : [""Language Model Fine-Tuning"", ""Dropout"", ""Self-attention"", ""Attribution-Driven Dropout"", ""Overfitting"", ""Fine-tuning"", ""Regularization""],
 ""Q4"" : [""Language Understanding""]
}"
1050,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Distributed"", ""Stochastic"", ""Variational Inequalities"", ""Federated Learning"", ""Extragradient"", ""Deep Generative Adversarial Networks""],
    ""Q4"": [""GANs""]
}"
1053,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""rank aggregation"", ""model misspecification"", ""robustness"", ""CoarsenRank"", ""neighborhood"", ""empirical data distributions"", ""Thurstone"", ""Bradly-Terry"", ""Plackett-Luce"", ""probability ranking models"", ""optimization""],
    ""Q4"": [""real-world data sets""]
}"
1060,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""privacy"",""quantiles"",""high dimension"",""differentially private algorithms"",""convex geometry"",""robustness"",""Archimedes"",""floating body"",""Steiner point"",""noisy projection oracle""],
    ""Q4"": [""None""]
}"
1069,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Inverse halftoning"", ""Deep learning"", ""U-net architecture"", ""Supervised learning"", ""Generative halftoning"", ""Diffusion process"", ""Halftone dithering"", ""Gray level"", ""Laplacian prior"", ""Blue noise guidance""],
    ""Q4"": [""Ancient prints"", ""Photographs"", ""Newspapers"", ""Books""]
}"
1077,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Spiking Neural Networks"", ""Non-differentiable nature"", ""Binary firing function"", ""Surrogate gradients"", ""Artificial Neural Networks"", ""Temporal dimension"", ""Temporal effective batch normalization"", ""Optimization landscape"", ""Neuromorphic datasets""],
    ""Q4"": [""Neuromorphic hardware""]
}"
1081,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Model selection"", ""Bandit scenarios"", ""Nested policy classes"", ""Adversarial and stochastic high-probability regret guarantees"", ""Base learner"", ""Candidate regret bound"", ""Meta algorithm"", ""Mis-specification tests"", ""CORRAL algorithm"", ""Contextual bandit scenarios""],
    ""Q4"": ""None""
}"
1086,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Fine-tuning"", ""Parameter-efficient fine-tuning"", ""Pre-trained model"", ""Deep Features"", ""Scale and Shift"", ""Re-parameterization"", ""Robustness"", ""Out-of-distribution""],
    ""Q4"": [""Image classification"", ""FGVC"", ""VTAB-1k""]
}"
1102,"{
    ""Q1"": ""Evasion attack"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Adversarial defense"", ""Image classification"", ""Manifold projections"", ""Implicit functions"", ""Deep features"", ""RGB value"", ""Data efficiency"", ""Transferability""],
    ""Q4"": ""None""
}
"
1118,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial defense"", ""Image classification"", ""Manifold projections"", ""Deep features"", ""Local implicit module"", ""Data and parameter efficiency"", ""Transfer learning"", ""3D generative models"", ""Textured meshes"", ""3D rendering engines"", ""Differentiable surface modeling"", ""Differentiable rendering"", ""2D Generative Adversarial Networks""],
    ""Q4"": [""Industries"", ""3D virtual worlds"", ""Content creation"", ""3D software"", ""Downstream applications""]
}
"
1232,"{
    ""Q1"": ""Data extraction attack"", 
    ""Q2"": ""Specific adversarial attack methods"", 
    ""Q3"": [""Neural networks"", ""Training data"", ""Reconstruction"", ""Implicit bias"", ""Gradient-based methods"", ""Privacy"", ""Attack"", ""Computer vision"", ""MLP classifiers""], 
    ""Q4"": ""None""
}
"
1125,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Implicit Neural Representation for Audio Scenes (INRAS)"", ""spatial acoustic information"", ""immersive scene modeling"", ""impulse responses"", ""neural network"", ""emitter-listener positions"", ""geometry features"", ""multi-condition training"", ""impulse response quality"", ""inference speed"", ""storage requirements""],
    ""Q4"": [""audio""]
}"
1134,"{
""Q1"": ""None"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""Animatable 3D-Aware Face Image Generation"", ""Video Avatars"", ""2D generative models"", ""3D inconsistency"", ""3D-aware GANs"", ""facial expression control"", ""3D level imitative learning scheme"", ""adversarial training""],
""Q4"": ""None""
}"
1143,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""shortcuts"", ""deep learning"", ""task-related features"", ""performance"", ""robustness"", ""modified task"", ""classification accuracy"", ""feature diversity""], 
    ""Q4"": ""None""
}"
1157,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [ ""nonstationary signals"", ""neural signals"", ""evolutionary ensemble"", ""Bayesian model"", ""robust neural decoding"", ""evolving the decoder model"", ""online tracking"", ""time-varying functions"", ""evolve-at-changes"", ""history-model-archive"" ],
    ""Q4"": ""None""
}"
1167,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""meta-learning"",""Adversarial Task Up-sampling"",""task up-sampling network"",""few-shot"",""sine regression"",""image classification"",""meta-testing performance"",""quality of up-sampled tasks""],
    ""Q4"": ""None""
}
"
1168,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""distributionally robust optimization"", ""overfitting"", ""logistic regression"", ""mixed features"", ""cutting plane approach"", ""exponential conic programs""],
    ""Q4"": ""Not clear""
}"
1176,"{
""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""convolutional neural networks"", ""generalization error"", ""adversarial robustness"", ""singular values"", ""convolutional layers"", ""tensor-train decomposition"", ""structurally sparse"", ""hardware-friendly representation"", ""model performance"", ""calibration"", ""adversarial robustness""],
""Q4"": ""Not clear""
}
"
1178,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial attack methods"", 
    ""Q3"": [""Adversarial attacks"", ""Fairness"", ""Data poisoning"", ""Algorithmic bias"", ""Reproducibility study""], 
    ""Q4"": ""None""
}"
1180,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""generative adversarial networks (GANs)"", ""representations"", ""distill"", ""squeeze"", ""span"", ""invariant"", ""semantic-preserving transformations"", ""self-supervised representation learning""],
    ""Q4"": [""image""]
}"
1185,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""fairness-aware"", ""PAC learning"", ""corrupted data"", ""adversary"", ""biased classifier"", ""underrepresented protected groups"", ""corruption ratio"", ""protected groups frequencies""],
    ""Q4"": ""None""
}"
1204,"{
 ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
 ""Q2"": ""Specific adversarial defense methods"",
 ""Q3"": [""graph neural networks"", ""graph classification"", ""generalization capabilities"", ""regularization strategy"", ""coarsening techniques""],
 ""Q4"": ""None""
 }"
1208,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Conditional Robust Optimization"", ""Deep uncertainty sets"", ""Covariate data space"", ""Value at Risk"", ""Contextual information""],
    ""Q4"": [""Data-driven decision-making""]
}"
1212,"{
    ""Q1"": ""Data extraction attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Federated Learning"", ""Language Models"", ""Privacy"", ""Eavesdropping"", ""Gradient attack"", ""Recovering Private text"", ""FILM attack"", ""Defense methods"", ""Gradient pruning"", ""DPSGD"", ""Word Embeddings""],
    ""Q4"": [""Language Modeling""]
}"
1269,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""One-shot generative models"",""Human-like generalization"",""FID"",""IS"",""Likelihood"",""Diversity"",""Recognizability"",""GAN-like models"",""VAE-like models"",""Spatial attention"",""Context integration"",""Disentanglement"",""Omniglot dataset""],
    ""Q4"": ""None""
}
"
1277,"{
 ""Q1"": ""None"",
 ""Q2"": ""Specific adversarial defence methods"",
 ""Q3"": [""Offline Multi-Agent Reinforcement Learning"", ""Knowledge Distillation"", ""Transformer architecture"", ""centralized training"", ""decentralized execution"", ""teacher policy"", ""student policies"", ""distill"", ""outperforms"", ""state-of-the-art model-free offline MARL baselines"", ""robust to demonstration's quality"", ""environments""],
 ""Q4"": ""None""
}
"
1278,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""explainable AI"", ""image classifiers"", ""out-of-distribution accuracy"", ""adversarial patch"", ""human-AI team accuracy"", ""correspondence-based explanations"", ""image classification"", ""deep feature space""],
    ""Q4"": [""ImageNet"", ""CUB""]
}"
1286,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""multi-object tracking"", ""trajectory forecasting"", ""occlusion gaps"", ""appearance models"", ""birds-eye view space"", ""localization uncertainty""],
    ""Q4"": ""None""
}"
1302,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""adversarially robust"", ""OOD detection"", ""overconfidence problem"", ""provable"", ""neural networks"", ""classifier""],
    ""Q4"": ""None""
}"
1307,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Introspective learning"", ""Neural networks"", ""Inference"", ""Decision making"", ""Reflection"", ""Gradients"", ""Multi Layer Perceptron"", ""Post-hoc explanations"", ""Recognition"", ""Robustness"", ""Calibration errors"", ""Generalizability"", ""Uncertainty estimation"", ""Human introspection"", ""Image quality assessment""],
    ""Q4"": ""Not clear""
}"
1326,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Spectral inference"",""multiple networks"",""joint spectral embedding"",""induced correlation"",""inherent correlation"",""network time series data"",""effective sample size"",""biological networks""],
    ""Q4"": [""Biological""]
}"
1329,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Okapi"", ""semi-supervised learning"", ""online statistical matching"", ""nearest-neighbours-based matching"", ""cross-domain views"", ""consistency loss"", ""statistical outliers"", ""memory bank"", ""slow-moving momentum encoder"", ""feature space"", ""modality"", ""task"", ""WILDS 2.0 datasets"", ""Sagawa et al."", ""unsupervised adaptation"", ""out-of-distribution"", ""generalisation"", ""iWildCam"", ""PovertyMap"", ""CivilComments"", ""text dataset"", ""empirical risk minimisation"", ""ERM"", ""code"", ""github""],
    ""Q4"": [""image"", ""text""]
}"
1330,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Decision Transformer"", ""reinforcement learning"", ""supervised learning"", ""RvS"", ""stochastic environments"", ""ESPER"", ""average returns"", ""environment stochasticity"", ""offline-RL tasks"", ""2048"", ""Connect Four"", ""value-based baselines""],
    ""Q4"": [""games""]
}"
1332,"{
  ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""convolutional neural networks"", ""adversarial attacks"", ""adversarial training"", ""model generalization ability"", ""overconfident"", ""activation functions"", ""pooling"", ""robustness""],
  ""Q4"": [""computer vision""]
}
"
1333,"{
  ""Q1"": ""None"",
  ""Q2"": ""Other aspects of adversarial machine learning"",
  ""Q3"": [""Push-forward generative models"", ""Variational Autoencoders"", ""Generative Adversarial Networks"", ""Lipschitz constant"", ""Multimodal distributions"", ""Total variation distance"", ""Kullback-Leibler divergence"", ""Mode separation"", ""Diffusion models""],
  ""Q4"": [""None""]
}"
1339,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Adversarial reprogramming"",""Evasion attack"",""Two-layer ReLU neural networks"",""Bernoulli data models"",""Hypercube vertices"",""Width"",""Input dimension"",""Directional convergence of gradient flow"",""Orthogonally separable datasets"",""Batch normalisation"",""Untrained networks"",""Random weights""],
    ""Q4"": ""None""
}"
1343,"{
  ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Semi-Supervised Adversarially Robust PAC Learnability"",""Adversarially robust predictor"",""labeled and unlabeled examples"",""sample complexity"",""PAC model"",""worst-case distribution-free model""],
  ""Q4"": ""None""
}"
1347,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Reinforcement learning"", ""Latent dynamics"", ""Transfer RL"", ""Abstract simulator"", ""Robust policy"", ""Sample complexity"", ""Horizon"", ""States"", ""TASID""],
    ""Q4"": [""Robotics""]
}"
1348,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Stereo matching"", ""Deep Neural Networks"", ""Adversarial attacks"", ""Photometrically-consistent"", ""Simulation-to-real pipeline""],
    ""Q4"": [""SceneFlow"", ""KITTI2015"", ""Middlebury""]
}"
1351,"{
    ""Q1"": ""Data extraction attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""privacy"", ""machine learning"", ""memorization"", ""outlier samples"", ""membership inference attacks"", ""privacy-enhancing technologies"", ""machine unlearning""],
    ""Q4"": ""None""
}"
1353,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Federated learning"", ""Poisoning attack"", ""Reinforcement learning"", ""Adaptive attack"", ""Distribution estimation"", ""Adaptive defenses""],
    ""Q4"": [""none""]
}"
1376,"{
    ""Q1"": ""None"",
    ""Q2"": ""None"",
    ""Q3"": [""graph neural networks"", ""random walks"", ""diffusion equation"", ""graph Laplacian"", ""hypo-elliptic diffusions"", ""tensor-valued graph operator"", ""low-rank approximation algorithms"", ""long-range dependencies"", ""pooling"", ""graph transformers""],
    ""Q4"": []
}"
1385,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""unsupervised distribution alignment"", ""generative modeling"", ""unsupervised domain adaptation"", ""socially aware learning"", ""flow-based approaches"", ""Jensen-Shannon Divergence (JSD)"", ""min-min optimization"", ""cooperative problem""],
    ""Q4"": [""None""]
}"
1400,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial robustness"", ""Convolutional neural networks"", ""Lipschitz constraint"", ""Orthogonal Jacobian matrix"", ""Gradients"", ""Backpropagation"", ""Performance"", ""Heuristic methods"", ""Certify robustness"", ""MLP"", ""Accuracy"", ""Skew Orthogonal Convolution"", ""Training time"", ""Pooling layers"", ""L2 distance"", ""Manifold"", ""CIFAR-10"", ""CIFAR-100""],
    ""Q4"": []
}"
1402,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Inverse game theory"", ""Stackelberg games"", ""Bounded rationality"", ""Equilibrium"", ""Multi-agent"", ""Quantal response model"", ""Robustness""],
    ""Q4"": ""None""
}"
1404,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Active sets"", ""Gaussian processes"", ""Decoders"", ""Variational inference"", ""Inducing points"", ""Stochastic estimate"", ""Log-marginal likelihood"", ""Cross-validation""],
    ""Q4"": ""None""
}
"
1408,"{
  ""Q1"": ""None"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Federated Learning"", ""Bayesian Approach"", ""Personalised"", ""Uncertainty Quantification"", ""Population Modeling"", ""Markov Chain Monte Carlo Methods"", ""Client Drift"", ""Inference""],
  ""Q4"": [""Machine learning""]
}"
1427,"{
    ""Q1"": ""Model extraction attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Self-supervised models"", ""Machine learning"", ""Model stealing attack"", ""Encoder"", ""Mitigation strategies"", ""Density estimation models"", ""Theft detection"", ""Mutual information"", ""Distance measurements"", ""Vision domain""],
    ""Q4"": [""vision""]
}"
1430,"{
    ""Q1"": ""Another type of attack"", 
    ""Q2"": ""Specific adversarial attack methods"", 
    ""Q3"": [""Algorithmic Bias"", ""Fairness Attacks"", ""ML Reproducibility Challenge"", ""reproduce results"",""re-implementations"", ""stopping method"", ""attack effectiveness""], 
    ""Q4"": [""None""]
}"
1434,"{
    ""Q1"": ""Poisoning attack"", 
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""data-poisoning attacks"", ""trigger-less attack"", ""backdoor attack"", ""model-agnostic defense"", ""certified approach"", ""image classification"", ""malware detection""],
    ""Q4"": ""Not clear""
}"
1442,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [
        ""Overparameterization"",
        ""Computational Constraints"",
        ""Robust learning"",
        ""Information-theoretic learners"",
        ""Bounded learners"",
        ""Adversaries"",
        ""Learning task""
    ],
    ""Q4"": ""None""
}
"
1443,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Transparent object tracking"", ""Transparent object tracking benchmark"", ""Transparent object tracking algorithm"", ""Transparent object tracking dataset"", ""Transparent object tracking performance"", ""State-of-the-art tracking algorithms"", ""TransATOM"", ""Transparent object tracking evaluation"", ""Transparent object tracking comparison"", ""Transparent object tracking challenges"", ""Transparent object tracking robust target localization""],
    ""Q4"": [""Computer Vision""]
}"
1452,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial training"",""high-stakes reliability"",""AI safety"",""AI systems"",""catastrophic"",""safe language generation task"",""avoid injuries"",""testbed"",""classifier"",""filters text completions"",""generator"",""conservative classifier thresholds"",""robustness"",""adversarial attacks"",""tools"",""measure high levels of reliability""],
    ""Q4"": [""None""]
}"
1459,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Structured pruning"", ""Deep Neural Networks"", ""Explainable predictive models"", ""Attribution methods"", ""Integrated gradient pruning criterion"", ""Neuron relevance"", ""DNN pruning"", ""Fine-tuning flowchart"", ""DNN accuracy""],
    ""Q4"": [""Computer Vision""]
}"
1463,"{
  ""Q1"": ""Another type of attack"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [
    ""Blind face restoration"",
    ""Codebook prior"",
    ""Transformer-based prediction network"",
    ""Code prediction"",
    ""Low-quality faces"",
    ""Adaptiveness""
  ],
  ""Q4"": [""Computer vision""]
}"
1465,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Quantization"",""class-imbalanced data"",""error reduction"",""inter-class heterogeneity"",""homogeneity"",""class variances"",""loss reweighting"",""efficient inferences""],
    ""Q4"": ""None""
}"
1482,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Generative adversarial networks"", ""3D-aware"", ""Unsupervised learning"", ""Radiance fields"", ""Human bodies"", ""Facial expression"", ""Deformation-aware training"", ""3D GAN"", ""Downstream tasks""],
    ""Q4"": [""human body"", ""facial expression""]
}"
1487,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Meta-reinforcement learning"", ""Distributional robustness"", ""Adaptive approach"", ""Population of meta-policies"", ""Test-time distribution shift"", ""Regret""],
    ""Q4"": ""Simulated robotics""
}"
1489,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Robust Bayesian Regression"", ""Hard Thresholding"", ""Adaptive adversarial attacks"", ""Robust least-squares regression"",""Breakdown point"", ""Bayesian reweighting"", ""Convergence"", ""Dataset attacks""],
    ""Q4"": ""None""
}"
1510,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""contrastive representation learning"", ""Rényi divergence"", ""variational lower bound"", ""skew Renyi divergence"", ""hard negative sampling"", ""easy positive sampling"", ""ImageNet"", ""graph"", ""tabular datasets""],
    ""Q4"": [""image classification""]
}"
1515,"{
""Q1"": ""None"", 
""Q2"": ""None"", 
""Q3"": [""Image classification"", ""Vision Transformer"", ""MLP-Mixer"", ""Convolutional neural networks"", ""Inductive bias"", ""Computer vision"", ""LSTM"", ""Self-attention"", ""ImageNet-1K""], 
""Q4"": [""Computer vision""]
}"
1517,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""signed distance function"", ""neural"", ""3D object representations"", ""point clouds"", ""generalization"", ""meta-learning"", ""episodic training"", ""semi-supervised"", ""shape priors"", ""zero-shot inference""], 
    ""Q4"": [""3D object representation""]
}"
1526,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Neural Testbed"", ""Evaluating Joint Predictions"", ""Predictive distributions"", ""Agents"", ""Quality of marginal predictions"", ""Joint predictions"", ""Simple neural network data generating process"", ""Bayesian deep learning agents"", ""Downstream decision tasks""], 
    ""Q4"": []
}"
1531,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""CLIP"", ""Dataset design"", ""Robustness"", ""Pre-training"", ""Generalization"", ""Distribution shifts"", ""Web-crawled datasets"", ""Contrastive Language-Image pre-training"", ""Flamingo"", ""Data sources"", ""YFCC"", ""LAION"", ""Conceptual Captions"", ""WIT"", ""RedCaps"", ""Shutterstock""],
    ""Q4"": ""None""
}
"
1533,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""Machine Learning"", ""Experimental Science"", ""Trends"", ""NeurIPS"", ""Back-prop nets"", ""Convex optimization"", ""Regularization"", ""Bayesian methods"", ""Boosting"", ""Kernel methods"", ""Deep nets"", ""Big data"", ""Data and benchmarks"", ""Reliability"", ""Fairness"", ""Protection against various attacks"", ""Privacy attacks""], 
    ""Q4"": ""None""
}"
1551,"{
    ""Q1"": ""None"",
    ""Q2"": ""None"",
    ""Q3"": [""Streaming PCA"", ""Robustness"", ""Principal components"", ""Covariance matrix"", ""Temporal uncertainty set"", ""Noisy power method"", ""Oja's algorithm""],
    ""Q4"": []
}"
1534,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""fairness"",""robustness"",""machine learning"",""tabular data"",""tree-based models"",""ensemble models"",""sensitive subgroups"",""empirical evaluation""],
    ""Q4"": [""""]
}"
1540,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Principal Components Analysis"", ""Sparse PCA"", ""Sum-of-Squares"", ""Robust statistics"", ""Machine learning"", ""Computational biology"", ""Image processing"", ""Sparse recovery"", ""Tensor PCA"", ""Topic modeling"", ""Video processing""],
    ""Q4"": [""Computational biology"", ""Image processing"", ""Topic modeling"", ""Video processing""]
}"
1549,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Differentially private machine learning"", ""Statistically audit"", ""Empirically evaluate"", ""Privacy search"", ""Verification methods"", ""Influence-based poisoning attacks"", ""Logistic regression"", ""Naive Bayes"", ""Random forest"", ""Implementation errors"", ""Misuse""],
    ""Q4"": ""None""
}"
1561,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Deep ensemble"", ""Neural network"", ""Accuracy"", ""Uncertainty quantification"", ""Robustness"", ""Dataset shift"", ""Out-of-distribution"", ""In-distribution"", ""Predictive power""],
    ""Q4"": ""Not clear""
}
"
1562,"{
  ""Q1"": ""None"", 
  ""Q2"": ""Specific adversarial defence methods"", 
  ""Q3"": [""Zero-sum stochastic games"",""Nash equilibrium"",""Stackelberg equilibrium"",""Machine learning"",""Economics"",""Adversarial board and video games"",""Convex-concave"",""Markov perfect"",""Stochastic Fisher markets"",""Recursive competitive equilibria""], 
  ""Q4"": [""Economics"",""Stochastic Fisher markets""]
}"
1566,"{
  ""Q1"": ""None"",
  ""Q2"": ""Other aspects of adversarial machine learning"",
  ""Q3"": [""Collaborative decision making"", ""Action suggestions"", ""Autonomy"", ""Human oversight"", ""Belief"", ""Valid actions"", ""Environment"", ""Policy"", ""Simulated experiments"", ""Performance"", ""Robustness""],
  ""Q4"": [""Autonomous systems""]
}"
1568,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Generalization"", ""Regression"", ""Mixup"", ""Deep networks"", ""Label similarity"", ""Out-of-distribution robustness"", ""Meta-regression"", ""Supervised regression"", ""Domain-invariant representations""],
    ""Q4"": ""None""
}"
1570,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [
        ""Causal discovery"",
        ""Heterogeneous environments"",
        ""Sparse mechanism shift hypothesis"",
        ""Machine learning"",
        ""Independent and identically distributed (i.i.d.) data"",
        ""Distribution shifts"",
        ""Causality"",
        ""Observational and interventional distributions"",
        ""Mechanism Shift Score (MSS)"",
        ""Score-based approach"",
        ""Empirical estimators"",
        ""Nonparametric""
    ],
    ""Q4"": ""None""
}
"
1573,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Robust learning"", ""Representation Similarities"", ""Deep neural networks (DNNs)"", ""Adversarial examples"", ""Representation learning"", ""Robust training"", ""Generalization of robustness"", ""Overfitting""],
    ""Q4"": ""None""
}"
